0.039894,0.078382,0.1111,0.13122,0.13193,0.11225,0.073074,0.017453,0.066542,0.066458,0.12943,0.18161,0.21327,0.21522,0.18485,0.12272,0.03514,0.074948,0.082206,0.15896,0.22157,0.26015,0.26547,0.23298,0.15977,0.053089,0.071235,0.089236,0.17118,0.2371,0.27922,0.29061,0.26495,0.18899,0.066275,0.068838,0.089501,0.16989,0.23337,0.27543,0.29353,0.28362,0.21208,0.070435,0.077877,0.08484,0.15929,0.21714,0.25706,0.28183,0.29412,0.23707,0.063297,0.10368,0.07523,0.13984,0.18951,0.22585,0.2554,0.28422,0.24012,0.049064,0.13111,0.059593,0.10934,0.14698,0.17619,0.20531,0.24344,0.21714,0.028759,0.15624,0.035935,0.0644,0.085147,0.10183,0.12194,0.16007,0.14973,0.014125,0.15156,1,0,0
0.03947,0.077837,0.1113,0.1335,0.13722,0.1207,0.085072,0.031872,0.040584,0.066102,0.12926,0.18295,0.218,0.22472,0.1995,0.14278,0.059085,0.041848,0.082139,0.1595,0.2242,0.26686,0.27782,0.25148,0.18426,0.08158,0.036949,0.089546,0.17254,0.24097,0.2874,0.30459,0.28536,0.21539,0.097343,0.034661,0.090197,0.17211,0.23854,0.28511,0.30911,0.30534,0.239,0.10386,0.042679,0.085751,0.162,0.22306,0.26774,0.2988,0.31629,0.262,0.096167,0.065095,0.076069,0.14236,0.19506,0.23597,0.27179,0.30515,0.26176,0.079058,0.09733,0.060141,0.11113,0.15116,0.18417,0.21891,0.26135,0.23394,0.054584,0.12606,0.036117,0.065186,0.087281,0.10626,0.13021,0.1719,0.15903,0.027061,0.12446,0,1,0
0.039797,0.078246,0.11109,0.1316,0.13283,0.11362,0.074822,0.018755,0.064383,0.066365,0.12935,0.1818,0.21408,0.21686,0.18729,0.1258,0.037892,0.071339,0.082165,0.15901,0.22201,0.26133,0.26766,0.23621,0.16385,0.057189,0.066052,0.089272,0.17139,0.23778,0.28072,0.29319,0.2687,0.19381,0.071843,0.062029,0.089619,0.17029,0.23434,0.27727,0.29651,0.28783,0.21736,0.07729,0.069628,0.08501,0.15981,0.21829,0.25916,0.2852,0.2986,0.24214,0.069939,0.096057,0.075393,0.14034,0.19061,0.22789,0.25873,0.28858,0.24467,0.055352,0.12495,0.059703,0.1097,0.14783,0.17781,0.2081,0.24725,0.22084,0.034309,0.14889,0.035973,0.064562,0.085585,0.10274,0.12363,0.16262,0.15186,0.015461,0.14585,0,1,0
0.032454,0.045239,0.027568,0.02202,0.097688,0.20917,0.18633,0.10206,0.046732,0.043647,0.057755,0.026188,0.052268,0.16952,0.31724,0.29178,0.17501,0.082271,0.046168,0.05761,0.016271,0.078061,0.21498,0.37677,0.35055,0.21944,0.10534,0.045911,0.054667,0.007562,0.094373,0.23993,0.40733,0.38054,0.24278,0.11786,0.045567,0.053279,0.0040485,0.099895,0.24788,0.41678,0.38976,0.25002,0.12179,0.045911,0.054667,0.007562,0.094373,0.23993,0.40733,0.38054,0.24278,0.11786,0.046168,0.05761,0.016271,0.078061,0.21498,0.37677,0.35055,0.21944,0.10534,0.043647,0.057755,0.026188,0.052268,0.16952,0.31724,0.29178,0.17501,0.082271,0.032454,0.045239,0.027568,0.02202,0.097688,0.20917,0.18633,0.10206,0.046732,0,1,0
0.037991,0.057987,0.048308,0.012351,0.056751,0.15353,0.22669,0.12006,0.053797,0.054049,0.080582,0.062175,0.0079096,0.1052,0.24343,0.33065,0.19847,0.092872,0.060068,0.087385,0.06223,0.01613,0.13811,0.29366,0.3858,0.24308,0.11683,0.061865,0.088393,0.059165,0.02538,0.15673,0.31938,0.41317,0.26559,0.1293,0.062193,0.088278,0.057708,0.028794,0.16273,0.32733,0.42146,0.27243,0.13313,0.061865,0.088393,0.059165,0.02538,0.15673,0.31938,0.41317,0.26559,0.1293,0.060068,0.087385,0.06223,0.01613,0.13811,0.29366,0.3858,0.24308,0.11683,0.054049,0.080582,0.062175,0.0079096,0.1052,0.24343,0.33065,0.19847,0.092872,0.037991,0.057987,0.048308,0.012351,0.056751,0.15353,0.22669,0.12006,0.053797,1,0,0
0.038698,0.059697,0.051211,0.015876,0.050871,0.1452,0.23383,0.12347,0.055135,0.055423,0.083704,0.067282,0.0098654,0.09569,0.23179,0.3375,0.20286,0.094862,0.061937,0.091508,0.068818,0.008126,0.12657,0.28035,0.39202,0.2475,0.11899,0.06403,0.093097,0.066586,0.015366,0.14417,0.30524,0.41896,0.26988,0.13145,0.064456,0.093171,0.065397,0.018374,0.14985,0.31292,0.4271,0.27666,0.13526,0.06403,0.093097,0.066586,0.015366,0.14417,0.30524,0.41896,0.26988,0.13145,0.061937,0.091508,0.068818,0.008126,0.12657,0.28035,0.39202,0.2475,0.11899,0.055423,0.083704,0.067282,0.0098654,0.09569,0.23179,0.3375,0.20286,0.094862,0.038698,0.059697,0.051211,0.015876,0.050871,0.1452,0.23383,0.12347,0.055135,0,1,0
0.028738,0.057465,0.085475,0.10869,0.12606,0.12826,0.10523,0.076655,0.077961,0.049406,0.098111,0.14365,0.18105,0.20451,0.2046,0.17549,0.13185,0.094566,0.062808,0.12391,0.17984,0.22498,0.25295,0.25379,0.21922,0.16069,0.1025,0.069984,0.13728,0.198,0.24714,0.27946,0.28442,0.24666,0.17469,0.097462,0.071999,0.14052,0.20204,0.25329,0.29161,0.30465,0.2658,0.18339,0.091145,0.069364,0.1348,0.1944,0.24613,0.29593,0.32203,0.28161,0.18255,0.10792,0.061648,0.11922,0.17252,0.22167,0.27869,0.31148,0.2686,0.1623,0.10284,0.048237,0.092438,0.13335,0.17437,0.225,0.26085,0.23021,0.13051,0.059674,0.028321,0.053061,0.0761,0.10037,0.13835,0.17218,0.15144,0.076211,0.039526,0,1,0
0.028276,0.036289,0.014099,0.041805,0.1259,0.24594,0.16511,0.092448,0.042795,0.036097,0.041989,0.0068076,0.085718,0.21194,0.36226,0.26819,0.1613,0.076056,0.036279,0.03728,0.016148,0.11928,0.26463,0.42625,0.32782,0.20484,0.098284,0.034684,0.031783,0.027386,0.13954,0.29316,0.4592,0.3588,0.22825,0.11063,0.033909,0.029575,0.031497,0.14627,0.3022,0.46942,0.36841,0.23559,0.11455,0.034684,0.031783,0.027386,0.13954,0.29316,0.4592,0.3588,0.22825,0.11063,0.036279,0.03728,0.016148,0.11928,0.26463,0.42625,0.32782,0.20484,0.098284,0.036097,0.041989,0.0068076,0.085718,0.21194,0.36226,0.26819,0.1613,0.076056,0.028276,0.036289,0.014099,0.041805,0.1259,0.24594,0.16511,0.092448,0.042795,1,0,0
0.041273,0.078735,0.10419,0.10993,0.093961,0.059029,0.030348,0.10387,0.13469,0.066418,0.12536,0.16448,0.17329,0.14892,0.095522,0.053454,0.14518,0.17517,0.079868,0.14958,0.19552,0.20737,0.18261,0.12596,0.076372,0.15856,0.18556,0.084547,0.15701,0.20483,0.2207,0.20357,0.15636,0.10067,0.15796,0.18442,0.082466,0.15096,0.19515,0.21206,0.20356,0.17114,0.10646,0.15189,0.17957,0.076103,0.13679,0.17334,0.18573,0.17922,0.16149,0.11145,0.16989,0.17344,0.066726,0.11801,0.14661,0.15441,0.14928,0.14594,0.13375,0.20454,0.16031,0.053234,0.092573,0.11255,0.11581,0.11025,0.11475,0.16218,0.22552,0.12318,0.032938,0.055958,0.066269,0.066096,0.060146,0.062564,0.10895,0.11588,0.06532,0,1,0
0.041487,0.078059,0.10035,0.10135,0.081163,0.045442,0.049351,0.13827,0.11921,0.065933,0.12269,0.15651,0.15797,0.1274,0.07578,0.083418,0.19338,0.1639,0.078525,0.14499,0.18443,0.18792,0.15712,0.10669,0.11029,0.21477,0.17799,0.082491,0.15108,0.19227,0.20047,0.17949,0.14272,0.13607,0.22011,0.17805,0.07978,0.14395,0.18181,0.19242,0.1826,0.16216,0.14044,0.22039,0.17106,0.072865,0.12874,0.15845,0.16384,0.15508,0.14689,0.1331,0.24328,0.16015,0.063528,0.11016,0.13183,0.13173,0.12277,0.13015,0.16793,0.26183,0.13624,0.05076,0.08643,0.10045,0.096013,0.085554,0.10156,0.17308,0.17427,0.093899,0.031695,0.052784,0.059489,0.054093,0.044122,0.056858,0.10667,0.08392,0.048141,0,0,1
