-72.824,-69.066,-57.866,-43.88,-29.838,-15.068,9.5336,-81.987,-81.93,-82.179,-82.846,-72.8,-69.029,-57.845,-43.892,-29.867,-15.094,11.842,-82.606,-82.379,-82.534,-83.007,-72.689,-68.852,-57.672,-43.822,-29.903,-15.162,14.222,-83.076,-83.076,-83.103,-83.162,-72.488,-68.447,-57.245,-43.655,-29.941,-15.221,14.643,-83.14,-83.175,-83.179,-83.186,-72.327,-68.108,-56.951,-43.584,-29.988,-15.272,14.25,-83.142,-83.184,-83.185,-83.187,-72.276,-67.998,-56.862,-43.57,-30.008,-15.293,13.997,-83.141,-83.185,-83.186,-83.187,-72.327,-68.108,-56.951,-43.584,-29.988,-15.272,14.25,-83.142,-83.184,-83.185,-83.187,-72.488,-68.447,-57.245,-43.655,-29.941,-15.221,14.643,-83.14,-83.175,-83.179,-83.186,-72.689,-68.852,-57.672,-43.822,-29.903,-15.162,14.222,-83.076,-83.076,-83.103,-83.162,-72.8,-69.029,-57.845,-43.892,-29.867,-15.094,11.842,-82.606,-82.379,-82.534,-83.007,-72.824,-69.066,-57.866,-43.88,-29.838,-15.068,9.5336,-81.987,-81.93,-82.179,-82.846,1,0,0
-82.314,-81.996,-80.883,-75.963,-64.288,-49.944,-36.264,-22.622,-6.8702,-79.027,-82.895,-82.409,-82.19,-80.898,-75.938,-64.27,-49.954,-36.287,-22.59,-6.7152,-79.705,-83.099,-82.437,-82.226,-80.866,-75.867,-64.256,-50.041,-36.445,-22.576,-6.4412,-80.292,-83.169,-82.439,-82.224,-80.864,-76.038,-64.989,-51.243,-37.957,-23.27,-6.394,-80.632,-83.161,-82.485,-82.3,-81.173,-77.533,-69.442,-58.457,-46.746,-26.928,-6.4543,-81.185,-83.155,-82.602,-82.487,-81.8,-80.011,-76.707,-72.177,-65.45,-27.964,-4.7714,-82.14,-83.193,-82.69,-82.544,-81.99,-81.048,-79.883,-78.76,-76.584,-13.083,1.7781,-82.806,-83.24,-82.72,-82.521,-81.977,-81.248,-80.521,-79.994,-79.884,-2.1545,-56.212,-82.748,-83.254,-82.725,-82.476,-81.93,-81.306,-80.725,-80.299,-80.289,-80.076,-81.239,-82.555,-83.249,-82.671,-82.302,-81.863,-81.486,-81.172,-80.927,-80.82,-81.029,-81.405,-82.211,-83.134,-82.59,-82.223,-82.006,-81.881,-81.813,-81.806,-81.849,-81.793,-81.645,-82.163,-83.017,0,1,0
-74.121,-70.62,-59.691,-45.666,-31.627,-17.134,-0.52199,-81.925,-81.925,-82.166,-82.842,-74.102,-70.584,-59.666,-45.673,-31.655,-17.161,-1.1944,-82.572,-82.4,-82.537,-83.009,-73.998,-70.412,-59.485,-45.588,-31.676,-17.229,-1.8454,-83.009,-83.084,-83.108,-83.166,-73.808,-70.026,-59.041,-45.392,-31.697,-17.286,-2.012,-83.067,-83.179,-83.182,-83.19,-73.649,-69.683,-58.723,-45.303,-31.737,-17.333,-1.9935,-83.067,-83.188,-83.189,-83.191,-73.596,-69.57,-58.625,-45.283,-31.755,-17.352,-1.9643,-83.064,-83.188,-83.189,-83.191,-73.649,-69.683,-58.723,-45.303,-31.737,-17.333,-1.9935,-83.067,-83.188,-83.189,-83.191,-73.808,-70.026,-59.041,-45.392,-31.697,-17.286,-2.012,-83.067,-83.179,-83.182,-83.19,-73.998,-70.412,-59.485,-45.588,-31.676,-17.229,-1.8454,-83.009,-83.084,-83.108,-83.166,-74.102,-70.584,-59.666,-45.673,-31.655,-17.161,-1.1944,-82.572,-82.4,-82.537,-83.009,-74.121,-70.62,-59.691,-45.666,-31.627,-17.134,-0.52199,-81.925,-81.925,-82.166,-82.842,1,0,0
-82.809,-82.47,-82.453,-82.449,-82.451,-81.794,-74.076,-64.597,-77.399,-63.497,-26.912,-82.932,-82.717,-82.692,-82.682,-82.614,-81.971,-76.01,-68.802,-78.486,-67.577,-36.872,-83.047,-83.045,-83.033,-82.934,-82.763,-82.389,-79.97,-77.238,-80.728,-76.667,-63.78,-83.061,-83.078,-83.059,-82.966,-82.826,-82.547,-81.066,-79.366,-80.873,-79.039,-72.081,-83.062,-83.08,-83.062,-82.985,-82.877,-82.414,-80.638,-78.986,-80.034,-78.894,-67.658,-83.065,-83.084,-83.071,-83.019,-82.819,-81.896,-78.237,-77.274,-79.332,-76.937,-21.641,-83.048,-83.067,-83.066,-83.008,-82.831,-79.421,-63.65,-67.593,-78.035,-71.193,-32.962,-83.038,-83.051,-83.049,-82.982,-82.869,-77.806,-53.302,-59.082,-77.067,-67.613,-26.023,-83.034,-82.986,-82.925,-82.88,-82.919,-81.289,-67.18,-68.843,-79.636,-70.184,-16.819,-82.916,-82.596,-82.441,-82.401,-82.568,-80.746,-38.328,-58.979,-77.763,-66.414,2.143,-82.794,-82.386,-82.263,-82.185,-82.211,-77.218,-31.149,-40.595,-73.433,-62.181,0.48701,0,0,1
-82.582,-82.324,-82,-80.069,-73.204,-60.108,-45.982,-32.402,-18.656,-1.2723,-82.192,-82.691,-82.582,-82.123,-80.062,-73.203,-60.145,-46.036,-32.384,-18.564,-1.0121,-82.418,-82.732,-82.664,-82.134,-80.059,-73.318,-60.494,-46.481,-32.496,-18.397,-0.59368,-82.554,-82.738,-82.672,-82.155,-80.242,-74.264,-62.669,-49.099,-33.592,-18.382,-0.35154,-82.614,-82.756,-82.702,-82.276,-80.884,-77.008,-69.328,-57.633,-36.516,-18.301,-0.4671,-82.724,-82.79,-82.752,-82.442,-81.62,-79.848,-76.841,-67.145,-34.92,-16.505,-2.4632,-82.918,-82.812,-82.75,-82.374,-81.654,-80.7,-79.641,-65.015,-23.162,-11.373,12.649,-83.036,-82.809,-82.654,-82.175,-81.517,-80.833,-80.289,-70.06,-11.02,-3.3073,-52.548,-83.144,-82.789,-82.511,-81.964,-81.359,-80.776,-80.307,-78.434,1.7465,7.6886,-79.262,-83.165,-82.712,-82.232,-81.713,-81.279,-80.89,-80.523,-80.172,-73.241,-74.251,-81.438,-83.11,-82.627,-82.143,-81.819,-81.604,-81.445,-81.338,-81.211,-80.195,-80.121,-81.728,-83.072,0,1,0
-82.872,-82.574,-82.496,-82.518,-82.577,-82.192,-78.676,-74.119,-79.344,-68.905,-42.449,-82.97,-82.763,-82.682,-82.692,-82.716,-82.315,-79.623,-76.317,-80.101,-72.364,-51.298,-83.061,-83.055,-83.027,-82.968,-82.855,-82.52,-81.083,-79.555,-81.148,-78.072,-69.444,-83.073,-83.091,-83.071,-83.006,-82.896,-82.538,-81.494,-80.495,-81.074,-80.216,-75.595,-83.073,-83.093,-83.075,-83.022,-82.897,-82.278,-80.921,-79.936,-80.295,-78.148,-27.499,-83.073,-83.094,-83.082,-83.048,-82.82,-81.601,-78.654,-78.179,-79.534,-73.099,-30.067,-83.068,-83.089,-83.081,-83.054,-82.915,-80.17,-71.736,-74.028,-79.364,-72.955,-42.534,-83.063,-83.079,-83.066,-83.039,-82.981,-79.173,-65.257,-70.4,-79.341,-71.042,-39.837,-83.045,-83.02,-82.979,-82.963,-82.994,-74.425,-38.856,-72.833,-80.225,-66.465,-29.666,-82.948,-82.709,-82.59,-82.635,-82.733,-48.956,-34.333,-65.959,-78.946,-62.991,-20.029,-82.855,-82.528,-82.392,-82.374,-82.402,1.1895,-38.481,-56.17,-76.857,-64.572,-19.295,0,0,1
-69.31,-65.075,-53.5,-39.601,-25.485,-9.7902,-69.797,-81.977,-81.951,-82.214,-82.855,-69.282,-65.04,-53.488,-39.62,-25.518,-9.811,-71.619,-82.53,-82.342,-82.532,-83.004,-69.162,-64.858,-53.342,-39.588,-25.585,-9.8637,-72.763,-83.091,-83.058,-83.092,-83.154,-68.95,-64.438,-52.97,-39.49,-25.657,-9.9263,-72.878,-83.166,-83.166,-83.17,-83.178,-68.798,-64.127,-52.737,-39.461,-25.718,-9.9926,-72.679,-83.172,-83.175,-83.177,-83.179,-68.753,-64.031,-52.67,-39.458,-25.742,-10.021,-72.563,-83.172,-83.176,-83.178,-83.179,-68.798,-64.127,-52.737,-39.461,-25.718,-9.9926,-72.679,-83.172,-83.175,-83.177,-83.179,-68.95,-64.438,-52.97,-39.49,-25.657,-9.9263,-72.878,-83.166,-83.166,-83.17,-83.178,-69.162,-64.858,-53.342,-39.588,-25.585,-9.8637,-72.763,-83.091,-83.058,-83.092,-83.154,-69.282,-65.04,-53.488,-39.62,-25.518,-9.811,-71.619,-82.53,-82.342,-82.532,-83.004,-69.31,-65.075,-53.5,-39.601,-25.485,-9.7902,-69.797,-81.977,-81.951,-82.214,-82.855,1,0,0
-82.86,-82.555,-82.484,-82.506,-82.561,-82.116,-77.999,-72.622,-78.98,-67.84,-39.599,-82.963,-82.755,-82.681,-82.692,-82.708,-82.251,-79.111,-75.211,-79.816,-71.49,-48.762,-83.057,-83.053,-83.027,-82.963,-82.839,-82.498,-80.913,-79.186,-81.058,-77.768,-68.334,-83.07,-83.088,-83.067,-82.997,-82.883,-82.547,-81.439,-80.341,-81.033,-80.055,-75.365,-83.07,-83.09,-83.071,-83.014,-82.899,-82.301,-80.878,-79.798,-80.233,-78.67,-32.048,-83.07,-83.091,-83.078,-83.04,-82.821,-81.617,-78.49,-77.952,-79.446,-73.98,-27.75,-83.064,-83.084,-83.077,-83.044,-82.9,-79.935,-70.328,-72.951,-79.102,-72.678,-40.847,-83.059,-83.074,-83.061,-83.027,-82.956,-78.777,-63.238,-68.601,-78.954,-70.48,-37.496,-83.042,-83.012,-82.967,-82.947,-82.986,-78.395,-49.269,-72.049,-80.08,-66.858,-27.159,-82.941,-82.685,-82.554,-82.581,-82.724,-58.841,-33.297,-64.648,-78.687,-63.373,-16.624,-82.843,-82.502,-82.361,-82.331,-82.364,-48.361,-37.249,-53.558,-76.247,-64.146,-16.069,0,0,1
-82.477,-82.215,-81.6,-78.414,-69.069,-54.991,-41.121,-27.59,-13.096,2.673,-82.908,-82.578,-82.437,-81.654,-78.397,-69.058,-55.01,-41.156,-27.563,-12.982,-12.268,-83.103,-82.612,-82.491,-81.643,-78.368,-69.112,-55.209,-41.442,-27.603,-12.772,-32.053,-83.161,-82.617,-82.496,-81.662,-78.575,-70.058,-56.96,-43.564,-28.514,-12.732,-42.767,-83.137,-82.646,-82.545,-81.86,-79.596,-73.798,-64.224,-52.527,-31.853,-12.696,-51.299,-83.113,-82.708,-82.64,-82.178,-80.955,-78.481,-74.687,-66.988,-31.264,-10.896,-63.264,-83.138,-82.75,-82.643,-82.162,-81.317,-80.231,-79.111,-73.578,-18.19,-5.3662,-76.775,-83.187,-82.759,-82.567,-82.038,-81.323,-80.588,-80.029,-78.272,-4.0037,4.0996,-81.804,-83.213,-82.752,-82.474,-81.911,-81.275,-80.667,-80.181,-80.065,-59.809,-68.05,-82.247,-83.202,-82.689,-82.254,-81.763,-81.343,-80.976,-80.655,-80.427,-79.949,-80.364,-81.872,-83.12,-82.608,-82.179,-81.902,-81.727,-81.614,-81.561,-81.519,-81.158,-81.096,-81.996,-83.038,0,1,0
-82.831,-82.506,-82.46,-82.473,-82.507,-81.919,-75.907,-68.179,-78.033,-65.216,-32.229,-82.945,-82.733,-82.683,-82.688,-82.666,-82.082,-77.494,-71.785,-79.046,-69.216,-42.023,-83.049,-83.047,-83.028,-82.945,-82.795,-82.427,-80.401,-78.105,-80.843,-77.061,-65.566,-83.063,-83.08,-83.06,-82.977,-82.849,-82.556,-81.253,-79.846,-80.934,-79.505,-73.862,-83.063,-83.082,-83.063,-82.995,-82.889,-82.363,-80.753,-79.378,-80.101,-79.135,-56.366,-83.065,-83.085,-83.071,-83.024,-82.819,-81.737,-78.233,-77.473,-79.315,-75.816,-23.795,-83.054,-83.074,-83.068,-83.021,-82.861,-79.458,-66.435,-69.932,-78.447,-71.89,-36.676,-83.047,-83.061,-83.052,-83,-82.902,-77.96,-57.397,-63.367,-77.877,-68.937,-31.112,-83.035,-82.995,-82.94,-82.907,-82.949,-80.81,-65.392,-70.078,-79.767,-68.206,-20.931,-82.924,-82.63,-82.478,-82.464,-82.649,-77.231,-33.676,-61.3,-78.086,-64.716,-6.6854,-82.815,-82.434,-82.294,-82.237,-82.271,-71.689,-33.963,-46.338,-74.609,-63.126,-7.0496,0,0,1
